2021-10-10_15-16-56.236Started
2021-10-10_15-16-56.236Local directory is: E:\Documents\08_Github Local Repo\python_trackir
2021-10-10_15-16-56.236Version: 1.0
2021-10-10_15-16-56.303Timestamp[ms], Frame Number, Roll[deg], Pitch[deg], Yaw[deg], X[m], Y[m], Z[m]
2021-10-10_15-17-02.945,6641,32443,-14.42047,15.07508,-10.57361,30.66770,15.56079,7.03549
2021-10-10_15-17-02.953,6649,32444,-14.09333,14.92922,-10.56383,31.76381,16.32947,6.76584
2021-10-10_15-17-02.961,6657,32445,-13.78364,14.76840,-10.57611,32.83406,17.09919,6.45547
2021-10-10_15-17-02.969,6665,32446,-13.47148,14.59699,-10.57198,33.87730,17.81807,6.12795
2021-10-10_15-17-02.977,6673,32447,-13.18367,14.42963,-10.57759,34.90245,18.52164,5.78373
2021-10-10_15-17-02.985,6681,32448,-12.91520,14.20633,-10.56781,35.83849,19.16988,5.45388
2021-10-10_15-17-02.997,6693,32449,-12.64178,13.88698,-10.55145,36.75248,19.78391,5.12416
2021-10-10_15-17-03.005,6701,32450,-12.40240,13.60264,-10.52404,37.61699,20.35670,4.74135
2021-10-10_15-17-03.013,6709,32451,-12.17460,13.38423,-10.49829,38.39376,20.88920,4.28503
2021-10-10_15-17-03.021,6717,32452,-11.97325,13.22647,-10.46350,39.09264,21.37201,3.79796
2021-10-10_15-17-03.029,6725,32453,-11.80415,13.10001,-10.42056,39.70637,21.80440,3.28941
2021-10-10_15-17-03.037,6733,32454,-11.65528,12.96436,-10.37609,40.25578,22.21757,2.75234
2021-10-10_15-17-03.045,6741,32455,-11.51075,12.83255,-10.33579,40.79000,22.61731,2.17424
2021-10-10_15-17-03.053,6749,32456,-11.38669,12.73111,-10.27535,41.28000,22.98502,1.60624
2021-10-10_15-17-03.061,6757,32457,-11.26871,12.59267,-10.23297,41.74293,23.35578,1.02123
2021-10-10_15-17-03.069,6765,32458,-11.14356,12.44255,-10.17758,42.22706,23.68284,0.55242
2021-10-10_15-17-03.077,6773,32459,-11.02597,12.31861,-10.11894,42.70036,23.98176,0.13152
2021-10-10_15-17-03.085,6781,32460,-10.90593,12.16753,-10.07792,43.16356,24.27974,-0.29519
2021-10-10_15-17-03.093,6789,32461,-10.78653,12.04522,-10.00852,43.62506,24.52472,-0.62137
2021-10-10_15-17-03.105,6801,32462,-10.66820,11.93074,-9.94658,44.07357,24.75474,-0.93357
2021-10-10_15-17-03.113,6809,32463,-10.55722,11.83415,-9.85784,44.47281,24.95383,-1.24727
2021-10-10_15-17-03.121,6817,32464,-10.45640,11.72016,-9.76706,44.83735,25.13722,-1.53274
2021-10-10_15-17-03.129,6825,32465,-10.35369,11.61404,-9.67237,45.18811,25.29447,-1.77649
2021-10-10_15-17-03.137,6833,32466,-10.26237,11.50255,-9.60183,45.51617,25.43749,-1.95902
2021-10-10_15-17-03.145,6841,32467,-10.18350,11.42384,-9.52868,45.80309,25.56311,-2.16736
2021-10-10_15-17-03.153,6849,32468,-10.11229,11.34863,-9.46665,46.06187,25.67193,-2.35472
2021-10-10_15-17-03.161,6857,32469,-10.04676,11.28955,-9.41877,46.30975,25.76536,-2.50757
2021-10-10_15-17-03.169,6865,32470,-9.98620,11.23723,-9.37882,46.52760,25.84670,-2.66621
2021-10-10_15-17-03.177,6873,32471,-9.93767,11.18242,-9.33784,46.70032,25.91607,-2.82087
2021-10-10_15-17-03.185,6881,32472,-9.90352,11.14011,-9.30275,46.82922,25.97926,-3.00791
2021-10-10_15-17-03.193,6889,32473,-9.87489,11.10201,-9.27263,46.93515,26.03221,-3.18042
2021-10-10_15-17-03.205,6901,32474,-9.85231,11.06126,-9.24964,47.01352,26.07764,-3.34870
2021-10-10_15-17-03.213,6909,32475,-9.83229,11.01379,-9.22576,47.07454,26.11079,-3.48252
2021-10-10_15-17-03.221,6917,32476,-9.82141,10.97440,-9.19584,47.11170,26.13000,-3.57919
2021-10-10_15-17-03.229,6925,32477,-9.81500,10.95636,-9.16247,47.13340,26.14076,-3.68352
2021-10-10_15-17-03.237,6933,32478,-9.81544,10.92310,-9.13031,47.12689,26.14806,-3.77579
2021-10-10_15-17-03.245,6941,32479,-9.81765,10.89743,-9.10133,47.10891,26.15278,-3.87029
2021-10-10_15-17-03.253,6949,32480,-9.82039,10.89448,-9.07017,47.08727,26.14574,-3.95209
2021-10-10_15-17-03.261,6957,32481,-9.82921,10.87941,-9.03966,47.04916,26.13264,-4.00017
2021-10-10_15-17-03.269,6965,32482,-9.84185,10.86260,-9.01305,46.99475,26.11886,-4.04812
2021-10-10_15-17-03.277,6973,32483,-9.85677,10.85413,-8.99089,46.92978,26.10246,-4.09848
2021-10-10_15-17-03.285,6981,32484,-9.87716,10.83694,-8.98106,46.84505,26.08756,-4.14893
2021-10-10_15-17-03.293,6989,32485,-9.90268,10.83812,-8.96419,46.74561,26.06246,-4.19111
2021-10-10_15-17-03.301,6997,32486,-9.93749,10.85285,-8.95369,46.62391,26.03042,-4.24184
2021-10-10_15-17-03.313,7009,32487,-9.98656,10.86211,-8.94166,46.47142,25.98615,-4.26422
2021-10-10_15-17-03.321,7017,32488,-10.05566,10.87857,-8.93358,46.26762,25.92292,-4.29470
2021-10-10_15-17-03.329,7025,32489,-10.16107,10.90187,-8.91664,45.97617,25.82098,-4.29259
2021-10-10_15-17-03.337,7033,32490,-10.33512,10.91263,-8.91626,45.52615,25.66983,-4.28459
2021-10-10_15-17-03.345,7041,32491,-10.54760,10.92405,-8.91021,44.83647,25.41516,-4.21629
2021-10-10_15-17-03.353,7049,32492,-10.78670,10.93984,-8.90085,43.95078,25.07141,-4.09717
2021-10-10_15-17-03.361,7057,32493,-11.03186,10.96390,-8.89535,43.00758,24.69441,-3.96764
2021-10-10_15-17-03.369,7065,32494,-11.28680,10.98823,-8.87523,42.01363,24.28215,-3.81638
2021-10-10_15-17-03.377,7073,32495,-11.53772,11.02073,-8.85695,41.04357,23.86277,-3.64888
2021-10-10_15-17-03.385,7081,32496,-11.79096,11.05825,-8.83929,40.10003,23.44378,-3.47771
2021-10-10_15-17-03.393,7089,32497,-12.04091,11.08860,-8.82618,39.23093,23.04714,-3.31278
2021-10-10_15-17-03.401,7097,32498,-12.28316,11.12654,-8.80813,38.41310,22.66097,-3.15258
2021-10-10_15-17-03.413,7109,32499,-12.52847,11.15312,-8.79126,37.62007,22.27606,-2.97602
2021-10-10_15-17-03.421,7117,32500,-12.78699,11.18943,-8.77240,36.80978,21.87339,-2.80010
2021-10-10_15-17-03.429,7125,32501,-13.03235,11.21970,-8.75418,35.96252,21.43922,-2.59987
2021-10-10_15-17-03.437,7133,32502,-13.28435,11.25085,-8.73108,35.07644,20.97729,-2.40076
2021-10-10_15-17-03.445,7141,32503,-13.54426,11.29083,-8.70201,34.16188,20.48677,-2.18792
2021-10-10_15-17-03.453,7149,32504,-13.79802,11.33223,-8.66194,33.25202,19.98141,-1.95813
2021-10-10_15-17-03.461,7157,32505,-14.03634,11.36423,-8.61614,32.41042,19.50282,-1.74400
2021-10-10_15-17-03.469,7165,32506,-14.27431,11.39924,-8.56951,31.64581,19.05792,-1.53943
2021-10-10_15-17-03.477,7173,32507,-14.50733,11.43420,-8.52490,30.95489,18.64411,-1.35023
2021-10-10_15-17-03.485,7181,32508,-14.74651,11.46548,-8.48422,30.28431,18.23984,-1.18197
2021-10-10_15-17-03.493,7189,32509,-15.00821,11.49512,-8.44703,29.59707,17.81465,-0.99784
2021-10-10_15-17-03.501,7197,32510,-15.26842,11.51585,-8.41685,28.86147,17.36025,-0.82481
2021-10-10_15-17-03.513,7209,32511,-15.52987,11.54235,-8.36919,28.07323,16.85593,-0.63337
2021-10-10_15-17-03.521,7217,32512,-15.79324,11.57153,-8.30795,27.23217,16.30279,-0.42587
2021-10-10_15-17-03.529,7225,32513,-16.05275,11.59947,-8.25304,26.40160,15.74668,-0.22920
2021-10-10_15-17-03.537,7233,32514,-16.30432,11.62718,-8.19811,25.65752,15.22871,-0.03506
2021-10-10_15-17-03.545,7241,32515,-16.56186,11.66012,-8.13886,24.98029,14.73885,0.15248
2021-10-10_15-17-03.553,7249,32516,-16.81077,11.69605,-8.08695,24.36403,14.27586,0.32785
2021-10-10_15-17-03.561,7257,32517,-17.07605,11.74890,-8.02863,23.77333,13.80454,0.52924
2021-10-10_15-17-03.569,7265,32518,-17.32805,11.79827,-7.99326,23.19779,13.33700,0.72177
2021-10-10_15-17-03.577,7273,32519,-17.56436,11.85330,-7.95071,22.63999,12.86539,0.90722
2021-10-10_15-17-03.585,7281,32520,-17.77919,11.91234,-7.91158,22.10605,12.39265,1.10044
2021-10-10_15-17-03.593,7289,32521,-17.98323,11.97678,-7.84445,21.57512,11.90149,1.28967
2021-10-10_15-17-03.601,7297,32522,-18.17528,12.05123,-7.77708,21.07809,11.41313,1.47309
2021-10-10_15-17-03.613,7309,32523,-18.35795,12.12943,-7.70578,20.61524,10.92440,1.66469
2021-10-10_15-17-03.621,7317,32524,-18.53456,12.19949,-7.61354,20.17620,10.42447,1.87433
2021-10-10_15-17-03.629,7325,32525,-18.70074,12.26680,-7.54604,19.77566,9.95138,2.06216
2021-10-10_15-17-03.637,7333,32526,-18.85196,12.33950,-7.47726,19.42479,9.49394,2.26124
2021-10-10_15-17-03.645,7341,32527,-18.98634,12.38712,-7.39191,19.10191,9.04153,2.46888
2021-10-10_15-17-03.653,7349,32528,-19.10946,12.45473,-7.30709,18.83827,8.60854,2.68101
2021-10-10_15-17-03.661,7357,32529,-19.22745,12.51934,-7.23145,18.60271,8.19964,2.88907
2021-10-10_15-17-03.669,7365,32530,-19.33836,12.55943,-7.14356,18.37827,7.79764,3.10752
2021-10-10_15-17-03.677,7373,32531,-19.44276,12.62071,-7.04814,18.19876,7.40813,3.33504
2021-10-10_15-17-03.685,7381,32532,-19.53661,12.66777,-6.98243,18.03349,7.06564,3.53375
2021-10-10_15-17-03.693,7389,32533,-19.62096,12.70163,-6.92894,17.88919,6.74668,3.73904
2021-10-10_15-17-03.701,7397,32534,-19.69712,12.74197,-6.86854,17.76797,6.45508,3.90012
2021-10-10_15-17-03.709,7405,32535,-19.76150,12.79100,-6.83335,17.67355,6.19315,4.04123
2021-10-10_15-17-03.721,7417,32536,-19.81469,12.83069,-6.78114,17.59655,5.94108,4.18337
2021-10-10_15-17-03.729,7425,32537,-19.86129,12.85493,-6.73539,17.52661,5.69840,4.35254
2021-10-10_15-17-03.737,7433,32538,-19.90695,12.89061,-6.68422,17.47667,5.46527,4.53794
2021-10-10_15-17-03.745,7441,32539,-19.94237,12.90820,-6.64585,17.43032,5.26004,4.71491
2021-10-10_15-17-03.753,7449,32540,-19.97599,12.93471,-6.61477,17.39019,5.07368,4.86937
2021-10-10_15-17-03.761,7457,32541,-20.00771,12.97126,-6.57756,17.35906,4.90110,5.00546
2021-10-10_15-17-03.769,7465,32542,-20.03305,13.00426,-6.55083,17.33662,4.74212,5.15621
2021-10-10_15-17-03.777,7473,32543,-20.05525,13.04035,-6.53026,17.31776,4.60263,5.28245
2021-10-10_15-17-03.785,7481,32544,-20.07605,13.07389,-6.51541,17.29173,4.48098,5.39166
2021-10-10_15-17-03.793,7489,32545,-20.09483,13.11296,-6.49712,17.27557,4.36691,5.50217
2021-10-10_15-17-03.801,7497,32546,-20.10976,13.15503,-6.48127,17.26052,4.26738,5.58590
2021-10-10_15-17-03.809,7505,32547,-20.12192,13.20031,-6.45203,17.25541,4.16581,5.67999
2021-10-10_15-17-03.821,7517,32548,-20.12937,13.23549,-6.44779,17.23923,4.09405,5.74531
2021-10-10_15-17-03.829,7525,32549,-20.13383,13.27060,-6.44245,17.23450,4.02281,5.83069
2021-10-10_15-17-03.837,7533,32550,-20.13697,13.30274,-6.43977,17.23544,3.95739,5.92806
2021-10-10_15-17-03.845,7541,32551,-20.13994,13.32905,-6.43911,17.23753,3.89685,6.04348
2021-10-10_15-17-03.853,7549,32552,-20.14288,13.35712,-6.43555,17.23662,3.84594,6.13260
2021-10-10_15-17-03.861,7557,32553,-20.14333,13.38735,-6.43667,17.24423,3.80168,6.22945
2021-10-10_15-17-03.869,7565,32554,-20.14418,13.42535,-6.43881,17.25487,3.76442,6.31594
2021-10-10_15-17-03.877,7573,32555,-20.14430,13.46324,-6.44061,17.26858,3.73083,6.39834
2021-10-10_15-17-03.885,7581,32556,-20.14275,13.49639,-6.44785,17.27940,3.70742,6.46265
2021-10-10_15-17-03.893,7589,32557,-20.14030,13.51494,-6.45866,17.28745,3.68993,6.53084
2021-10-10_15-17-03.901,7597,32558,-20.14031,13.54410,-6.46044,17.29002,3.68051,6.56400
2021-10-10_15-17-03.909,7605,32559,-20.13838,13.56635,-6.46201,17.29949,3.67168,6.60454
2021-10-10_15-17-03.917,7613,32560,-20.13755,13.58681,-6.45529,17.31447,3.65793,6.66852
2021-10-10_15-17-03.929,7625,32561,-20.13608,13.60744,-6.44879,17.33179,3.64903,6.72318
2021-10-10_15-17-03.937,7633,32562,-20.13441,13.63384,-6.44908,17.35123,3.64626,6.77071
2021-10-10_15-17-03.945,7641,32563,-20.13208,13.66595,-6.44864,17.37480,3.64709,6.80799
2021-10-10_15-17-03.953,7649,32564,-20.12865,13.69438,-6.44800,17.40596,3.64740,6.86267
2021-10-10_15-17-03.961,7657,32565,-20.12736,13.73254,-6.44117,17.43578,3.64819,6.90884
2021-10-10_15-17-03.969,7665,32566,-20.12329,13.75272,-6.43949,17.46622,3.65458,6.95326
2021-10-10_15-17-03.977,7673,32567,-20.12133,13.78364,-6.42603,17.49828,3.65816,7.00068
2021-10-10_15-17-03.985,7681,32568,-20.11672,13.80436,-6.41828,17.53221,3.66725,7.04030
2021-10-10_15-17-03.993,7689,32569,-20.11265,13.81946,-6.40684,17.56493,3.67848,7.07651
2021-10-10_15-17-04.001,7697,32570,-20.10865,13.82526,-6.39560,17.59573,3.69382,7.11001
2021-10-10_15-17-04.009,7705,32571,-20.10305,13.83562,-6.38482,17.63819,3.70955,7.15904
2021-10-10_15-17-04.017,7713,32572,-20.09781,13.85491,-6.37261,17.68231,3.73023,7.19410
2021-10-10_15-17-04.025,7721,32573,-20.09209,13.86758,-6.36477,17.72524,3.75912,7.22104
2021-10-10_15-17-04.037,7733,32574,-20.08660,13.87863,-6.34571,17.77311,3.78741,7.25179
2021-10-10_15-17-04.045,7741,32575,-20.07927,13.88613,-6.33229,17.82387,3.82651,7.27086
2021-10-10_15-17-04.053,7749,32576,-20.07084,13.89181,-6.30855,17.87984,3.87136,7.27978
2021-10-10_15-17-04.061,7757,32577,-20.06399,13.90478,-6.28174,17.94492,3.92238,7.30136
2021-10-10_15-17-04.069,7765,32578,-20.05527,13.91733,-6.25973,18.02462,3.98454,7.32814
2021-10-10_15-17-04.077,7773,32579,-20.04399,13.92412,-6.23529,18.11721,4.06081,7.34613
2021-10-10_15-17-04.085,7781,32580,-20.03044,13.93366,-6.21607,18.23085,4.15739,7.35495
2021-10-10_15-17-04.093,7789,32581,-20.01717,13.94772,-6.19102,18.36091,4.27189,7.35445
2021-10-10_15-17-04.101,7797,32582,-19.99951,13.95436,-6.17440,18.51519,4.40541,7.36079
2021-10-10_15-17-04.109,7805,32583,-19.97803,13.96648,-6.15491,18.69351,4.56586,7.33935
2021-10-10_15-17-04.117,7813,32584,-19.95406,13.97253,-6.13598,18.88887,4.73903,7.33073
2021-10-10_15-17-04.125,7821,32585,-19.92637,13.98879,-6.11281,19.10792,4.92867,7.31513
2021-10-10_15-17-04.133,7829,32586,-19.89213,13.98800,-6.10567,19.32729,5.12992,7.29445
2021-10-10_15-17-04.145,7841,32587,-19.85602,13.99423,-6.09655,19.55067,5.33166,7.27714
2021-10-10_15-17-04.153,7849,32588,-19.81652,14.00199,-6.08649,19.77254,5.53865,7.23842
2021-10-10_15-17-04.161,7857,32589,-19.77267,14.01226,-6.07664,19.99942,5.74417,7.20770
2021-10-10_15-17-04.169,7865,32590,-19.72531,14.01677,-6.06012,20.20986,5.92324,7.20409
2021-10-10_15-17-04.177,7873,32591,-19.67592,14.01527,-6.06586,20.40483,6.10699,7.18648
2021-10-10_15-17-04.185,7881,32592,-19.62788,14.01561,-6.06751,20.58937,6.27919,7.17216
2021-10-10_15-17-04.193,7889,32593,-19.58498,14.02097,-6.06559,20.76072,6.44143,7.15467
2021-10-10_15-17-04.201,7897,32594,-19.54684,14.02926,-6.05703,20.91357,6.58804,7.13165
2021-10-10_15-17-04.209,7905,32595,-19.50804,14.03415,-6.05073,21.05748,6.72052,7.12657
2021-10-10_15-17-04.217,7913,32596,-19.46978,14.04102,-6.04332,21.19529,6.84275,7.12774
2021-10-10_15-17-04.225,7921,32597,-19.43338,14.04450,-6.03445,21.31833,6.95581,7.12019
2021-10-10_15-17-04.233,7929,32598,-19.39697,14.04957,-6.02775,21.43811,7.06181,7.11623
2021-10-10_15-17-04.245,7941,32599,-19.37199,14.05620,-6.01529,21.53901,7.15189,7.12212
2021-10-10_15-17-04.253,7949,32600,-19.34915,14.06657,-6.00702,21.63589,7.23897,7.12488
2021-10-10_15-17-04.261,7957,32601,-19.32969,14.07686,-6.00397,21.72495,7.32360,7.12585
2021-10-10_15-17-04.269,7965,32602,-19.31129,14.08735,-5.99940,21.80670,7.40140,7.12508
2021-10-10_15-17-04.277,7973,32603,-19.29132,14.09588,-5.99466,21.88710,7.47478,7.12489
2021-10-10_15-17-04.285,7981,32604,-19.27543,14.10520,-5.98703,21.96000,7.54054,7.12620
2021-10-10_15-17-04.293,7989,32605,-19.26139,14.11287,-5.98517,22.02671,7.60558,7.12720
2021-10-10_15-17-04.301,7997,32606,-19.24948,14.12535,-5.98271,22.09517,7.66842,7.12961
2021-10-10_15-17-04.309,8005,32607,-19.23751,14.13707,-5.97939,22.16083,7.72666,7.13434
2021-10-10_15-17-04.317,8013,32608,-19.22661,14.14791,-5.97481,22.22184,7.78155,7.13777
2021-10-10_15-17-04.325,8021,32609,-19.21484,14.15763,-5.97464,22.28260,7.83747,7.13914
2021-10-10_15-17-04.333,8029,32610,-19.20573,14.16525,-5.97159,22.33539,7.88615,7.14499
2021-10-10_15-17-04.341,8037,32611,-19.19824,14.17188,-5.96777,22.38252,7.93214,7.14647
2021-10-10_15-17-04.353,8049,32612,-19.19025,14.17641,-5.96420,22.42572,7.97484,7.14788
2021-10-10_15-17-04.361,8057,32613,-19.18345,14.18217,-5.96139,22.46606,8.01529,7.14936
2021-10-10_15-17-04.369,8065,32614,-19.17689,14.18854,-5.95688,22.50517,8.05142,7.15302
2021-10-10_15-17-04.377,8073,32615,-19.17088,14.19506,-5.95255,22.54118,8.08530,7.15596
2021-10-10_15-17-04.385,8081,32616,-19.16555,14.19993,-5.94777,22.57216,8.11515,7.16051
2021-10-10_15-17-04.393,8089,32617,-19.16013,14.20437,-5.94374,22.60194,8.14383,7.16493
2021-10-10_15-17-04.401,8097,32618,-19.15537,14.20945,-5.93943,22.62955,8.16984,7.17017
2021-10-10_15-17-04.409,8105,32619,-19.15126,14.21562,-5.93495,22.65451,8.19352,7.17459
2021-10-10_15-17-04.417,8113,32620,-19.14678,14.21723,-5.93563,22.67420,8.22174,7.16547
2021-10-10_15-17-04.425,8121,32621,-19.14275,14.22301,-5.93784,22.69220,8.24947,7.15114
2021-10-10_15-17-04.433,8129,32622,-19.13804,14.22741,-5.93517,22.71061,8.27133,7.14215
2021-10-10_15-17-04.441,8137,32623,-19.13502,14.23215,-5.93401,22.72337,8.29106,7.13296
2021-10-10_15-17-04.449,8145,32624,-19.13165,14.23614,-5.93579,22.73518,8.31114,7.12316
2021-10-10_15-17-04.461,8157,32625,-19.12818,14.24232,-5.93766,22.74703,8.33056,7.11104
2021-10-10_15-17-04.469,8165,32626,-19.12494,14.24852,-5.93925,22.75795,8.34786,7.10147
2021-10-10_15-17-04.477,8173,32627,-19.12147,14.25664,-5.94120,22.76837,8.36501,7.08883
2021-10-10_15-17-04.485,8181,32628,-19.11828,14.26224,-5.94151,22.77600,8.37890,7.07939
2021-10-10_15-17-04.493,8189,32629,-19.11527,14.26854,-5.94185,22.78424,8.39170,7.07161
2021-10-10_15-17-04.501,8197,32630,-19.11264,14.27570,-5.94058,22.79171,8.40229,7.06504
2021-10-10_15-17-04.509,8205,32631,-19.10966,14.28257,-5.94145,22.79870,8.41416,7.05606
2021-10-10_15-17-04.517,8213,32632,-19.10661,14.28812,-5.94131,22.80433,8.42409,7.04758
2021-10-10_15-17-04.525,8221,32633,-19.10368,14.29310,-5.93980,22.80859,8.43267,7.03826
2021-10-10_15-17-04.533,8229,32634,-19.10025,14.29555,-5.94129,22.81353,8.44102,7.03306
2021-10-10_15-17-04.541,8237,32635,-19.09740,14.29740,-5.94338,22.81616,8.44830,7.02870
2021-10-10_15-17-04.549,8245,32636,-19.09500,14.29996,-5.94295,22.81783,8.45304,7.02392
2021-10-10_15-17-04.561,8257,32637,-19.09270,14.30259,-5.94435,22.81908,8.45816,7.01939
2021-10-10_15-17-04.569,8265,32638,-19.09067,14.30256,-5.94757,22.81885,8.46194,7.01919
2021-10-10_15-17-04.577,8273,32639,-19.08932,14.30736,-5.94701,22.82064,8.46223,7.02149
2021-10-10_15-17-04.585,8281,32640,-19.08820,14.31547,-5.94386,22.82410,8.46037,7.02381
2021-10-10_15-17-04.593,8289,32641,-19.08546,14.32396,-5.94218,22.82886,8.45864,7.02285
2021-10-10_15-17-04.601,8297,32642,-19.08269,14.32967,-5.93933,22.83195,8.45513,7.02438
2021-10-10_15-17-04.609,8305,32643,-19.08081,14.33458,-5.93690,22.83256,8.45060,7.02785
2021-10-10_15-17-04.617,8313,32644,-19.07892,14.33774,-5.93323,22.83099,8.44534,7.02679
2021-10-10_15-17-04.625,8321,32645,-19.07800,14.34228,-5.93167,22.82547,8.44172,7.01844
2021-10-10_15-17-04.633,8329,32646,-19.07749,14.34909,-5.93207,22.81977,8.43877,7.00952
2021-10-10_15-17-04.641,8337,32647,-19.07578,14.35343,-5.93204,22.81431,8.43470,6.99986
2021-10-10_15-17-04.649,8345,32648,-19.07486,14.36033,-5.93411,22.80673,8.43245,6.98626
2021-10-10_15-17-04.657,8353,32649,-19.07444,14.36796,-5.93592,22.79856,8.42864,6.97561
2021-10-10_15-17-04.669,8365,32650,-19.07459,14.37818,-5.93673,22.79122,8.42255,6.96936
2021-10-10_15-17-04.677,8373,32651,-19.07406,14.38641,-5.93823,22.78212,8.41699,6.95940
2021-10-10_15-17-04.685,8381,32652,-19.07405,14.39543,-5.93849,22.77348,8.40984,6.95300
2021-10-10_15-17-04.693,8389,32653,-19.07395,14.40413,-5.93966,22.76412,8.40350,6.94494
2021-10-10_15-17-04.701,8397,32654,-19.07457,14.41438,-5.93946,22.75328,8.39611,6.93638
2021-10-10_15-17-04.709,8405,32655,-19.07502,14.42488,-5.94013,22.74266,8.38879,6.92875
2021-10-10_15-17-04.717,8413,32656,-19.07497,14.43243,-5.93940,22.73190,8.38041,6.92265
2021-10-10_15-17-04.725,8421,32657,-19.07554,14.44108,-5.93869,22.72020,8.37203,6.91701
2021-10-10_15-17-04.733,8429,32658,-19.07539,14.44417,-5.93829,22.70940,8.36198,6.91680
2021-10-10_15-17-04.741,8437,32659,-19.07609,14.45249,-5.93619,22.69642,8.35259,6.90957
2021-10-10_15-17-04.749,8445,32660,-19.07549,14.45509,-5.93547,22.68560,8.34114,6.90998
2021-10-10_15-17-04.757,8453,32661,-19.07562,14.46376,-5.93485,22.67397,8.33114,6.90513
2021-10-10_15-17-04.765,8461,32662,-19.07664,14.47580,-5.93361,22.66183,8.31990,6.90176
2021-10-10_15-17-04.777,8473,32663,-19.07757,14.49211,-5.93087,22.65243,8.30619,6.90192
2021-10-10_15-17-04.785,8481,32664,-19.07844,14.50701,-5.92868,22.64187,8.29194,6.90294
2021-10-10_15-17-04.793,8489,32665,-19.07977,14.52400,-5.92658,22.63065,8.27718,6.90478
2021-10-10_15-17-04.801,8497,32666,-19.08146,14.54163,-5.92307,22.61801,8.26124,6.90577
2021-10-10_15-17-04.809,8505,32667,-19.08307,14.55805,-5.92055,22.60483,8.24522,6.90765
2021-10-10_15-17-04.900,8596,32678,-19.10062,14.71568,-5.89818,22.44530,8.06047,6.93631
2021-10-10_15-17-04.901Number of frames logged (num_logged_frames): 987
2021-10-10_15-17-04.901Number of missed frames (num_missed_frames): 10
2021-10-10_15-17-04.901Total time (computer clock): 9 s
2021-10-10_15-17-04.901Overall Frame Rate (computer clock): 115 Hz
